Reference	LeftContext	Pivot	RightContext
Iphigénie, 5	pleurer sa honte. Mais lui-même étonné d'	une fuite	si prompte, Par combien_de serments, dont je n'ai pu
Iphigénie, 16	plus loin, J'ai voulu vous parler	un moment	sans témoin. Vous voyez en quels lieux vous l'avez amenée
Iphigénie, 19	non point l'hyménée. Le tumulte d'	un camp	, soldats et matelots, Un autel hérissé de dards, de
Iphigénie, 19	y verraient l'épouse de leur roi Dans	un état	indigne et de vous et de moi. M'en croirez -vous
Iphigénie, 31	le palais d'Atrée. Vous êtes dans	un camp	... CLYTEMNESTRE. Où tout vous est soumis, Où le sort
Iphigénie, 35	? AGAMEMNON. Madame, à le nom	de les dieux	auteurs de notre race, Daignez à mon amour accorder cette grâce
Iphigénie, 38	le nom de les mêmes dieux, D'	un spectacle	si doux ne privez point mes yeux. Daignez ne point ici
Iphigénie, 2	, seule. D'où vient que d'	un soin	si cruel L'injuste Agamemnon m'écarte de l'autel ? Fier
Iphigénie, 5	gendre. Il ne m'a dit qu'	un mot	. Mais vous a -il conté Quel bonheur dans le camp vous
Iphigénie, 8	. Du_moins Calchas publie Qu'avec eux dans	une heure	il nous réconcilie, Que_Neptune et les vents, prêts à nous
Iphigénie, 11	le ciel au_gré_de mon amour, Dût encore	de les vents	retarder le retour, Que je quitte à regret la rive fortunée
Iphigénie, 12	laisser bientôt sous Troie ensevelie Le déshonneur d'	un nom	, à qui le mien s'allie ? ACHILLE. Princesse,
Iphigénie, 3	. Votre père à l'autel vous destine	un époux	. Venez -y recevoir un coeur qui vous adore. IPHIGÉNIE.
Iphigénie, 4	vous destine un époux. Venez -y recevoir	un coeur	qui vous adore. IPHIGÉNIE. Seigneur, il n'est pas
Iphigénie, 19	non content d'effrayer les mortels, À	de les embrasements	ne borne point sa gloire, Laisse à les pleurs d'une
Iphigénie, 19	sa gloire, Laisse à les pleurs d'	une épouse	attendrir sa victoire, Et par les malheureux quelquefois désarmé, Sait
Iphigénie, 21	formé. ERIPHILE. Oui, Seigneur,	de les douleurs	soulagez la plus vive. La guerre dans Lesbos me fit votre
Iphigénie, 27	sans compter le reste, Pouvez-vous m'imposer	une loi	plus funeste, Que de rendre mes yeux les tristes spectateurs De
Iphigénie, 29	ma patrie. Je vois marcher contre elle	une armée	en furie. Je vois déjà l'hymen, pour mieux me
Iphigénie, 31	, et toujours inconnue, J'aille cacher	un sort	si digne de pitié, Et dont mes pleurs encor vous taisent
Iphigénie, 35	suivre. Venez, qu'à les yeux	de les Grecs_Achille	vous délivre ; Et que le doux moment de ma félicité Soit
Iphigénie, 47	ce prix. CLYTEMNESTRE. Les dieux ordonneraient	un meurtre	abominable ? IPHIGÉNIE. Ciel ! pour tant_de rigueur de quoi suis
Iphigénie, 62	. Ah, Madame ! CLYTEMNESTRE. Oubliez	une gloire	importune. Ce triste abaissement convient à ma fortune. Heureuse si
Iphigénie, 69	a conduite à la mort. Ira -elle	de les dieux	implorant la justice Embrasser leurs autels parés pour son supplice ? Elle
Iphigénie, 9	Et quoi_qu'on entreprenne, Je réponds d'	une vie	, où j'attache la mienne. Mais ma juste douleur va_plus_loin
Iphigénie, 14	écouter. ACHILLE. Quoi, Madame !	un barbare	osera m'insulter ? Il voit que de sa soeur je cours
Iphigénie, 17	; C'est peu que de vouloir sous	un couteau	mortel Me montrer votre coeur fumant sur un autel. D'un
Iphigénie, 17	couteau mortel Me montrer votre coeur fumant sur	un autel	. D'un appareil d'hymen couvrant ce sacrifice, Il veut
Iphigénie, 18	votre coeur fumant sur un autel. D'	un appareil	d'hymen couvrant ce sacrifice, Il veut que ce soit moi
Iphigénie, 21	, Si je fusse arrivé plus tard d'	une journée	? Quoi donc ! à leur fureur livrée en ce moment Vous
Iphigénie, 22	l'autel me chercher vainement, Et d'	un fer	imprévu vous tomberiez frappée, En accusant mon nom qui vous aurait
Iphigénie, 24	lui demander raison. À l'honneur d'	un époux	vous-même intéressée, Madame, vous devez approuver ma pensée. Il
Iphigénie, 27	, si pour grâce dernière Vous daignez d'	une amante	écouter la prière, C'est maintenant, Seigneur, qu'il
Iphigénie, 33	, je vous le dis encore, Mais	un père	que j'aime, un père que j'adore, Qui me
Iphigénie, 33	, Mais un père que j'aime,	un père	que j'adore, Qui me chérit lui-même, et dont jusqu'à
Iphigénie, 33	ce jour Je n'ai jamais reçu que	de les marques	d'amour. Mon coeur dans ce respect élevé dès l'enfance
Iphigénie, 54	allait mon désespoir, Quand presque en arrivant	un récit	peu fidèle M'a de votre inconstance annoncé la nouvelle ! Qui
Iphigénie, 56	félicité ? Hélas ! il me semblait qu'	une flamme	si belle M'élevait au-dessus de le sort d'une mortelle.
Iphigénie, 56	belle M'élevait au-dessus de le sort d'	une mortelle	. ACHILLE. Ah ! si je vous suis cher, ma
Iphigénie, 19	ma fille ? IPHIGÉNIE. À le nom	de les dieux	, Madame, retenez un amant furieux. De ce triste entretien
Iphigénie, 19	nom de les dieux, Madame, retenez	un amant	furieux. De ce triste entretien détournons les approches. Seigneur,
Iphigénie, 22	vos reproches. Je sais jusqu'où s'emporte	un amant	irrité, Et mon père est jaloux de son autorité. On
Iphigénie, 23	. On ne connaît que trop la fierté	de les Atrides	. Laissez parler, Seigneur, de les bouches plus timides.
Iphigénie, 24	les Atrides. Laissez parler, Seigneur,	de les bouches	plus timides. Surpris, n'en doutez point, de mon
Iphigénie, 25	retardement, Lui-même il me viendra chercher dans	un moment	. Il entendra gémir une mère oppressée. Et que ne pourra
Iphigénie, 26	chercher dans un moment. Il entendra gémir	une mère	oppressée. Et que ne pourra point m'inspirer la pensée De
Iphigénie, 31	faut donc vous complaire. Donnez -lui l'_un_et_l'_autre	un conseil	salutaire. Rappelez sa raison, persuadez -le bien, Pour vous
Iphigénie, 33	sien. Je perds trop de moments en	de les discours	frivoles. Il faut de les actions, et non pas de
Iphigénie, 34	en de les discours frivoles. Il faut	de les actions	, et non pas de les paroles. À Clystemnestre. Madame
Iphigénie, 34	faut de les actions, et non pas	de les paroles	. À Clystemnestre. Madame, à vous servir je vais tout
Iphigénie, 4	faire envier le sort d'Iphigénie ? Dans	une heure	elle expire ; et jamais, dites -vous, Vos yeux de
Iphigénie, 12	. Ce héros si terrible à le reste	de les humains	, Qui ne connaît de pleurs que ceux qu'il fait répandre
Iphigénie, 12	un fidèle discours, Suça même le sang	de les lions	et de les ours, Pour elle de la crainte a fait
Iphigénie, 12	Suça même le sang de les lions et	de les ours	, Pour elle de la crainte a fait l'apprentissage : Elle
Iphigénie, 15	? Quand je devrais comme elle expirer dans	une heure	... Mais que dis -je, expirer ? Ne crois pas qu'
Iphigénie, 21	ce_qu'on fait pour elle ? On supprime	de les dieux	la sentence mortelle ; Et quoique le bûcher soit déjà préparé,
Iphigénie, 23	, à ce silence Ne reconnais -tu pas	un père	qui balance ? Et que fera -il donc ? Quel courage endurci
Iphigénie, 26	Une mère en fureur, les larmes d'	une fille	, Les cris, le désespoir de toute une famille, Le
Iphigénie, 26	, Les cris, le désespoir de toute	une famille	, Le sang à ces objets facile à s'ébranler, Achille
Iphigénie, 33	tout ce qui se passe Je ne coure	de les dieux	divulguer la menace, Et publier partout les complots criminels, Qu'
Iphigénie, 40	mes avis dangereux, Faisaient à ma patrie	un sacrifice	heureux. DORIS. J'entends de le bruit, on vient
Iphigénie, 46	. ERIPHILE. Rentrons. Et pour troubler	un hymen	odieux, Consultons de les fureurs qu'autorisent les dieux. CLYTEMNESTRE
Iphigénie, 46	Et pour troubler un hymen odieux, Consultons	de les fureurs	qu'autorisent les dieux. CLYTEMNESTRE. Ægine, tu le vois
Iphigénie, 19	paré. J'ai fait ce_que m'ordonne	un devoir	légitime. CLYTEMNESTRE. Vous ne me parlez point, Seigneur,
Iphigénie, 2	on n'attend plus_que vous, Venez remercier	un père	qui vous aime, Et qui veut à l'autel vous conduire
Iphigénie, 14	sans détour pouvaient se faire entendre. D'	un oeil	aussi content, d'un coeur aussi soumis Que j'acceptais l'
Iphigénie, 14	. D'un oeil aussi content, d'	un coeur	aussi soumis Que j'acceptais l'époux que vous m'aviez promis
Iphigénie, 14	obéissante, Tendre à le fer de Calchas	une tête	innocente, Et respectant le coup par vous-même ordonné, Vous rendre
Iphigénie, 15	yeux d'une autre récompense, Si d'	une mère	en pleurs vous plaignez les ennuis, J'ose vous dire ici
Iphigénie, 18	plaisir je me faisais conter Tous les noms	de les pays	que vous allez dompter ; Et déjà d'Ilion présageant la conquête
Iphigénie, 18	déjà d'Ilion présageant la conquête, D'	un triomphe	si beau je préparais la fête. Je ne m'attendais pas
Iphigénie, 22	votre honneur jaloux, Ne fera point rougir	un père	tel que vous. Et si je n'avais eu que ma
Iphigénie, 23	vie à défendre, J'aurais su renfermer	un souvenir	si tendre. Mais à mon triste sort, vous le savez
Iphigénie, 24	le savez, Seigneur, Une mère,	un amant	attachaient leur bonheur. Un roi digne de vous a cru voir
Iphigénie, 32	. J'ignore pour quel crime La colère	de les dieux	demande une victime. Mais ils vous ont nommée. Un oracle
Iphigénie, 32	quel crime La colère de les dieux demande	une victime	. Mais ils vous ont nommée. Un oracle cruel Veut qu'
Iphigénie, 34	cruel Veut qu'ici votre sang coule sur	un autel	. Pour défendre vos jours de leurs lois meurtrières, Mon amour
Iphigénie, 39	l'on me fit souscrire. Sur l'intérêt	de les Grecs	vous l'aviez emporté. Je vous sacrifiais mon rang, ma
Iphigénie, 43	rencontrée. Ils ont trompé les soins d'	un père	infortuné Qui protégeait en_vain ce_qu'ils ont condamné. Ne vous assurez
Iphigénie, 45	ma faible puissance. Quel frein pourrait d'	un peuple	arrêter la licence, Quand les dieux nous livrant à son zèle
Iphigénie, 45	à son zèle indiscret, L'affranchissent d'	un joug	qu'il portait à regret ? Ma fille, il faut céder
Iphigénie, 49	rang vous êtes élevée. Je vous donne	un conseil	, qu'à_peine je reçois, Du coup qui vous attend vous
Iphigénie, 54	couler. CLYTEMNESTRE. Vous ne démentez point	une race	funeste. Oui, vous êtes le sang d'Atrée et de
Iphigénie, 60	yeux une fausse tristesse ? Pensez -vous par	de les pleurs	prouver votre tendresse ? Où sont -ils ces combats que vous avez
Iphigénie, 75	, et l'Asie, Vous semble -elle	un prix	digne de vos exploits ? Combien nos fronts pour elle ont -ils
Iphigénie, 77	elle ont -ils rougi de fois ? Avant_qu'	un noeud	fatal l'unît à votre frère, Thésée avait osé l'enlever
Iphigénie, 78	mille fois vous l'a dit, Qu'	un hymen	clandestin mit ce prince en son lit, Et qu'il en
Iphigénie, 79	Grèce. Mais non, l'amour d'	un frère	, et son honneur blessé Sont les moindres de les soins,
Iphigénie, 79	, et son honneur blessé Sont les moindres	de les soins	, dont vous êtes pressé. Cette soif de régner, que
Iphigénie, 80	vous prépare, Vous voulez vous en faire	un mérite	barbare. Trop jaloux d'un pouvoir qu'on peut vous envier
Iphigénie, 81	faire un mérite barbare. Trop jaloux d'	un pouvoir	qu'on peut vous envier De votre propre sang vous courez le
Iphigénie, 84	de cette trahison. Un prêtre environné d'	une foule	cruelle, Portera sur ma fille une main criminelle ? Déchirera son
Iphigénie, 84	une foule cruelle, Portera sur ma fille	une main	criminelle ? Déchirera son sein ? Et d'un oeil curieux Dans
Iphigénie, 86	criminelle ? Déchirera son sein ? Et d'	un oeil	curieux Dans son coeur palpitant consultera les dieux ? Et moi,
Iphigénie, 4	ses cris ! Hélas ! en m'imposant	une loi	si sévère, Grands dieux ! me deviez -vous laisser un coeur
Iphigénie, 4	, Grands dieux ! me deviez -vous laisser	un coeur	de père ? ACHILLE. Un bruit assez étrange est venu jusqu'à
Iphigénie, 5	tous deux, Vous voulez me charger d'	un emploi	si honteux. Qu'en dites -vous Seigneur ? Que faut -il
Iphigénie, 8	en pense ? Ne ferez -vous pas taire	un bruit	qui vous offense ? AGAMEMNON. Seigneur, je ne rends point
Iphigénie, 18	le puis -je croire ? Qu'on ose	de les fureurs	avouer la plus noire ? Vous pensez qu'approuvant vos desseins odieux
Iphigénie, 22	. Mais vous, qui me parlez d'	une voix	menaçante, Oubliez-vous ici qui vous interrogez ? ACHILLE. Oubliez -vous
Iphigénie, 32	vous. On ne m'abuse point par	de les promesses	vaines. Tant_qu'un reste de sang coulera dans mes veines,
Iphigénie, 33	point par de les promesses vaines. Tant_qu'	un reste	de sang coulera dans mes veines, Vous deviez à mon sort
Iphigénie, 41	. Mon coeur pour la sauver vous ouvrait	une voie	. Mais vous ne demandez, vous ne cherchez que Troie.
Iphigénie, 51	Pour qui, sourd à la voix d'	une mère	immortelle, Et d'un père éperdu négligeant les avis, Vais-je
Iphigénie, 51	voix d'une mère immortelle, Et d'	un père	éperdu négligeant les avis, Vais-je y chercher la mort, tant
Iphigénie, 52	prédite à leur fils ? Jamais vaisseaux partis	de les rives	de le Scamandre_Aux champs thessaliens osèrent -ils descendre ? Et jamais dans
Iphigénie, 56	vous êtes, Pour vous, à qui	de les Grecs	moi seul je ne dois rien, Vous, que j'ai
Iphigénie, 59	qu'inutile à moi-même Je me laisse ravir	une épouse	que j'aime ? Seul d'un honteux affront votre frère blessé
Iphigénie, 65	, son épouse enlevée. Qu'il cherche	une victoire	à mon sang réservée. Je ne connais Priam, Hélène,
Iphigénie, 72	, à mes ordres soumis, Se couvrir	de les lauriers	qui vous furent promis, Et par d'heureux exploits forçant la
Iphigénie, 85	la dernière fois. Je ne dis plus_qu'	un mot	, c'est à vous de m'entendre : J'ai votre
Iphigénie, 9	menaçant détermine mon coeur. Ma pitié semblerait	un effet	de ma peur. Holà, gardes, à moi ! EURYBATE
Iphigénie, 8	vas livrer ? Une mère m'attend,	une mère	intrépide, Qui défendra son sang contre un père homicide. Je
Iphigénie, 8	mère intrépide, Qui défendra son sang contre	un père	homicide. Je verrai mes soldats, moins barbares que moi,
Iphigénie, 17	de son sang arrosés ? Je veux fléchir	de les dieux	la puissance suprême. Ah ! quels dieux me seraient plus cruels
Iphigénie, 26	? Que ma fille à ses yeux soit	un sujet	d'ennui. Il l'aime. Elle vivra pour un autre
Iphigénie, 22	vais l'abuser ; Je vais faire suspendre	une pompe	funeste, Et de ce jour au_moins lui demander le reste.
Iphigénie, 8	je succombe enfin. Je reconnais l'effet	de les tendresses	d'Achille. Je n'emporterai point une rage inutile. Plus_de
Iphigénie, 9	tendresses d'Achille. Je n'emporterai point	une rage	inutile. Plus_de raisons. Il faut, ou la perdre,
Iphigénie, 3	à ma mère, Ægine, il faut	de les dieux	apaiser la colère. Pour ce sang malheureux qu'on veut leur
Iphigénie, 3	ni les cris ni la foule impuissante D'	un peuple	qui se presse autour_de cette tente. Paraissez. Et bientôt,
Iphigénie, 11	me secondez ? Ce n'est que par	de les pleurs	que vous me répondez. Vous fiez -vous encore à de si
Iphigénie, 26	de le sort Veulent que ce bonheur soit	un fruit	de ma mort. Songez, Seigneur, songez à ces moissons
Iphigénie, 29	stérile pour vous. Telle est la loi	de les dieux	à mon père dictée. En_vain sourd à Calchas il l'avait
Iphigénie, 31	il l'avait rejetée. Par la bouche	de les Grecs	contre moi conjurés, Leurs ordres éternels se sont trop déclarés.
Iphigénie, 38	, Faites pleurer ma mort à les veuves	de les Troyens	. Je meurs dans cet espoir satisfaite, et tranquille. Si
Iphigénie, 40	faits immortels joindra mon souvenir ; Et qu'	un jour	mon trépas, source de votre gloire, Ouvrira le récit d'
Iphigénie, 41	Adieu, Prince, vivez, digne race	de les dieux	. ACHILLE. Non, je ne reçois point vos funestes adieux
Iphigénie, 52	IPHIGÉNIE. Qui ? moi ? Que contre	un père	osant me révolter, Je mérite la mort, que j'irais
Iphigénie, 55	ce devoir suprême... ACHILLE. Vous suivrez	un époux	avoué par lui-même. C'est un titre qu'en_vain il prétend
Iphigénie, 56	un époux avoué par lui-même. C'est	un titre	qu'en_vain il prétend me voler. Ne fait -il de les
Iphigénie, 57	il prétend me voler. Ne fait -il	de les serments	que pour les violer ? Vous-même, que retient un devoir si
Iphigénie, 58	pour les violer ? Vous-même, que retient	un devoir	si sévère, Quand il vous donne à moi, n'est
Iphigénie, 65	! épargnez la triste Iphigénie. Asservie à	de les lois	que j'ai dû respecter, C'est déjà trop pour moi
Iphigénie, 70	plus. Obéissez, cruelle, Et cherchez	une mort	qui vous semble si belle. Portez à votre père un coeur
Iphigénie, 71	semble si belle. Portez à votre père	un coeur	, où j'entrevois Moins_de respect pour lui, que de haine
Iphigénie, 75	mains détruit et renversé, Dans le sang	de les bourreaux	nagera dispersé. Et si dans les horreurs de ce désordre extrême
