Quoi	PRO	quoi
,	PUN	,
tous	PRO:IND	tout
les	DET:ART	le
rois	NOM	roi
à	PRP	à
me	PRO:PER	me
craindre	VER:infi	craindre
,	PUN	,
Dans	VER:infi	Dans
mon	DET:POS	mon
propre	ADJ	propre
palais	NOM	palais
,	PUN	,
au	PRP:det	au
milieu	NOM	milieu
de	PRP	de
ma	DET:POS	mon
Cour	NAM	Cour
,	PUN	,
Je	PRO:PER	je
me	PRO:PER	me
vois	VER:pres	voir
le	DET:ART	le
jouet	NOM	jouet
d'	PRP	de
un	DET:ART	un
téméraire	ADJ	téméraire
amour	NOM	amour
,	PUN	,
Deux	VER:simp	Deux
perfides	ADJ	perfide
sans	PRP	sans
art	NOM	art
,	PUN	,
et	KON	et
sans	PRP	sans
expérience	NOM	expérience
,	PUN	,
Aveuglant	VER:ppre	aveugler
ma	DET:POS	mon
raison	NOM	raison
,	PUN	,
et	KON	et
trompant	VER:ppre	tromper
ma	DET:POS	mon
prudence	NOM	prudence
,	PUN	,
Démentent	VER:pres	démentir
par	PRP	par
des	PRP:det	du
feux	NOM	feu
mortels	ADJ	mortel
à	PRP	à
mon	DET:POS	mon
honneur	NOM	honneur
,	PUN	,
Tout	ADJ	Tout
ce	PRO:DEM	ce
que	PRO:REL	que
l'	DET:ART	le
univers	NOM	univers
publie	VER:pres	publier
en	PRP	en
ma	DET:POS	mon
faveur	NOM	faveur
.	SENT	.
Hélas	INT	hélas
!	SENT	!
Ils	PRO:PER	il
m'	PRO:PER	me
abusaient	VER:impf	abuser
sans	PRP	sans
peine	NOM	peine
et	KON	et
sans	PRP	sans
étude	NOM	étude
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
avais	VER:impf	avoir
de	PRP	de
leur	DET:POS	leur
part	NOM	part
aucune	PRO:IND	aucun
inquiétude	NOM	inquiétude
,	PUN	,
Mon	NAM	Mon
coeur	NOM	cœur
de	PRP	de
noirs	ADJ	noir
soupçons	NOM	soupçon
n'	ADV	ne
était	VER:impf	être
point	ADV	point
combattu	VER:pper	combattre
,	PUN	,
Et	NAM	Et
dormait	VER:impf	dormir
sur	PRP	sur
la	DET:ART	le
foi	NOM	foi
de	PRP	de
leur	DET:POS	leur
fausse	ADJ	faux
vertu	NOM	vertu
.	SENT	.
Ô	INT	ô
malheureux	ADJ	malheureux
époux	NOM	époux
!	SENT	!
Ô	INT	ô
déplorable	ADJ	déplorable
père	NOM	père
!	SENT	!
Où	PRO:REL	où
dois	VER:pres	devoir
-tu	PRO:PER	tu
t'	PRO:PER	te
arrêter	VER:infi	arrêter
?	SENT	?
Où	ADV	où
porter	VER:infi	porter
ta	DET:POS	ton
colère	NOM	colère
?	SENT	?
Leur	DET:POS	leur
juste	ADJ	juste
châtiment	NOM	châtiment
ne	ADV	ne
peut	VER:pres	pouvoir
être	VER:infi	être
trop	ADV	trop
prompt	ADJ	prompt
,	PUN	,
Dans	VER:ppre	Dans
leur	DET:POS	leur
perfide	ADJ	perfide
sang	NOM	sang
étouffons	VER:pres	étouffer
cet	PRO:DEM	ce
affront	NOM	affront
;	PUN	;
Mais	VER:impf	Mais
surtout	ADV	surtout
ménageons	VER:pres	ménager
leur	DET:POS	leur
mort	NOM	mort
avec	PRP	avec
prudence	NOM	prudence
Par	NAM	Par
des	PRP:det	du
chemins	NOM	chemin
divers	ADJ	divers
achevons	VER:pres	achever
ma	DET:POS	mon
vengeance	NOM	vengeance
,	PUN	,
Prévenons	NOM	Prévenons
pour	PRP	pour
ma	DET:POS	mon
gloire	NOM	gloire
un	DET:ART	un
dangereux	ADJ	dangereux
éclat	NOM	éclat
,	PUN	,
Condamnons	NAM	Condamnons
Andronic	NAM	Andronic
en	PRP	en
criminel	NOM	criminel
d'	PRP	de
État	NAM	État
;	PUN	;
Par	NAM	Par
un	DET:ART	un
effort	NOM	effort
secret	ADJ	secret
perdons	VER:pres	perdre
l'	DET:ART	le
Impératrice	NOM	impératrice
,	PUN	,
Et	NAM	Et
cachons	VER:pres	cacher
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
son	DET:POS	son
crime	NOM	crime
,	PUN	,
et	KON	et
son	DET:POS	son
supplice	NOM	supplice
.	SENT	.
Serais	VER:cond	être
-je	PRO:PER	je
encore	ADV	encore
longtemps	ADV	longtemps
dans	PRP	dans
cet	PRO:DEM	ce
état	NOM	état
cruel	ADJ	cruel
?	SENT	?
Pourquoi	ADV	pourquoi
laisse-t	VER:simp	laisse-t
-on	PRO:PER	on
vivre	VER:infi	vivre
un	DET:ART	un
prince	NOM	prince
criminel	ADJ	criminel
?	SENT	?
Cette	PRO:DEM	ce
lenteur	NOM	lenteur
funeste	ADJ	funeste
,	PUN	,
et	KON	et
cette	PRO:DEM	ce
incertitude	NOM	incertitude
M'	ADJ	M'
ont	VER:pres	avoir
déjà	ADV	déjà
fait	VER:pres	faire
souffrir	VER:infi	souffrir
un	DET:ART	un
supplice	NOM	supplice
trop	ADV	trop
rude	ADJ	rude
,	PUN	,
Chaque	NAM	Chaque
instant	NOM	instant
qu'	PRO:REL	que
on	PRO:PER	on
ajoute	VER:pres	ajouter
à	PRP	à
mes	DET:POS	mon
jours	NOM	jour
malheureux	ADJ	malheureux
,	PUN	,
Ne	NAM	Ne
sert	VER:pres	servir
qu'	KON	que
à	PRP	à
redoubler	VER:infi	redoubler
l'	DET:ART	le
horreur	NOM	horreur
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
pour	PRP	pour
eux	PRO:PER	eux
.	SENT	.
Viendra-t	VER:pres	Viendra-t
-on	PRO:PER	on
?	SENT	?
L'	DET:ART	le
Empereur	NOM	empereur
après	PRP	après
notre	DET:POS	notre
entrevue	NOM	entrevue
,	PUN	,
Peut-il	NOM	Peut-il
laisser	VER:infi	laisser
encore	ADV	encore
ma	DET:POS	mon
perte	NOM	perte
suspendue	VER:pper	suspendre
,	PUN	,
Si	VER:pper	Si
par	PRP	par
mes	DET:POS	mon
attentats	NOM	attentat
il	PRO:PER	il
se	PRO:PER	se
croit	VER:pres	croire
outragé	VER:pper	outrager
,	PUN	,
Ma	VER:simp	Ma
honte	NOM	honte
et	KON	et
mon	DET:POS	mon
dépit	NOM	dépit
ne	ADV	ne
l'	PRO:PER	la|le
ont	VER:pres	avoir
que	KON	que
trop	ADV	trop
vengé	VER:pper	venger
.	SENT	.
Que	KON	que
je	PRO:PER	je
souffre	VER:pres	souffrir
!	SENT	!
J'	PRO:PER	je
ai	VER:pres	avoir
cédé	VER:pper	céder
à	PRP	à
mon	DET:POS	mon
impatience	NOM	impatience
;	PUN	;
Ciel	NOM	Ciel
qui	PRO:REL	qui
vois	VER:pres	voir
mes	DET:POS	mon
combats	NOM	combat
,	PUN	,
redouble	VER:pres	redoubler
ma	DET:POS	mon
constance	NOM	constance
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
résister	VER:infi	résister
à	PRP	à
tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
sens	VER:pres	sentir
,	PUN	,
Mais	VER:impf	Mais
enfin	ADV	enfin
voici	ADV	voici
l'	DET:ART	le
ordre	NOM	ordre
,	PUN	,
et	KON	et
la	DET:ART	le
mort	NOM	mort
que	PRO:REL	que
j'	PRO:PER	je
attends	VER:pres	attendre
.	SENT	.
Seigneur	NOM	seigneur
...	PUN	...
Je	PRO:PER	je
vous	PRO:PER	vous
entends	VER:pres	entendre
,	PUN	,
on	PRO:PER	on
veut	VER:pres	vouloir
que	KON	que
je	PRO:PER	je
périsse	VER:subp	périr
.	SENT	.
Allons	VER:pres	aller
donc	ADV	donc
.	SENT	.
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
choisir	VER:infi	choisir
votre	DET:POS	votre
supplice	NOM	supplice
.	SENT	.
L'	DET:ART	le
Empereur	NOM	empereur
le	PRO:PER	le
permet	VER:pres	permettre
.	SENT	.
Sa	DET:POS	son
bonté	NOM	bonté
me	PRO:PER	me
surprend	VER:pres	surprendre
,	PUN	,
Je	PRO:PER	je
le	PRO:PER	le
croyais	VER:impf	croire
moins	ADV	moins
tendre	ADJ	tendre
,	PUN	,
et	KON	et
mon	DET:POS	mon
crime	NOM	crime
trop	ADV	trop
grand	ADJ	grand
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
abuserai	VER:futu	abuser
point	ADV	point
enfin	ADV	enfin
de	PRP	de
sa	DET:POS	son
grâce	NOM	grâce
,	PUN	,
Et	VER:ppre	Et
le	DET:ART	le
coup	NOM	coup
de	PRP	de
bien	ADV	bien
près	ADV	près
va	VER:pres	aller
suivre	VER:infi	suivre
la	DET:ART	le
menace	NOM	menace
.	SENT	.
Qu'	KON	que
on	PRO:PER	on
me	PRO:PER	me
prépare	VER:pres	préparer
un	DET:ART	un
bain	NOM	bain
!	SENT	!
Quand	KON	quand
il	PRO:PER	il
faudra	VER:futu	falloir
partir	VER:infi	partir
Vous	NOM	Vous
me	PRO:PER	me
trouverez	VER:futu	trouver
prêt	ADJ	prêt
,	PUN	,
revenez	VER:pres	revenir
m'	PRO:PER	me
avertir	VER:infi	avertir
.	SENT	.
Mais	KON	mais
hélas	INT	hélas
!	SENT	!
Quel	PRO:REL	quel
transport	NOM	transport
,	PUN	,
quel	PRO:REL	quel
mouvement	NOM	mouvement
me	PRO:PER	me
presse	VER:pres	presser
?	SENT	?
Que	KON	que
l'	PRO:PER	la|le
on	PRO:PER	on
me	PRO:PER	me
donne	VER:pres	donner
un	DET:ART	un
siège	NOM	siège
;	PUN	;
il	PRO:PER	il
suffit	VER:pres	suffire
,	PUN	,
qu'	KON	que
on	PRO:PER	on
me	PRO:PER	me
laisse	VER:pres	laisser
.	SENT	.
Crispe	VER:pres	crisper
lui	PRO:PER	lui
donne	VER:pres	donner
un	DET:ART	un
siège	NOM	siège
.	SENT	.
Sortez	VER:pres	sortir
donc	ADV	donc
,	PUN	,
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
n'	ADV	ne
offrez	VER:pres	offrir
point	ADV	point
vos	DET:POS	votre
douleurs	NOM	douleur
!	SENT	!
Que	KON	que
servent	VER:pres	servir
à	PRP	à
mes	DET:POS	mon
maux	NOM	mal
,	PUN	,
les	DET:ART	le
soupirs	NOM	soupir
,	PUN	,
et	KON	et
les	DET:ART	le
pleurs	NOM	pleur|pleurs
?	SENT	?
Il	PRO:PER	il
est	VER:pres	être
temps	NOM	temps
de	PRP	de
s'	PRO:PER	se
armer	VER:infi	armer
d'	PRP	de
une	DET:ART	un
noble	ADJ	noble
constance	NOM	constance
,	PUN	,
Où	ABR	Où
se	PRO:PER	se
termine	VER:pres	terminer
,	PUN	,
hélas	INT	hélas
!	SENT	!
toute	PRO:IND	tout
mon	DET:POS	mon
espérance	NOM	espérance
?	SENT	?
Sorti	VER:pper	sortir
du	PRP:det	du
plus	ADV	plus
beau	ADJ	beau
sang	NOM	sang
qu'	PRO:REL	que
adore	VER:pres	adorer
l'	DET:ART	le
univers	NOM	univers
,	PUN	,
Maître	NAM	Maître
dès	PRP	dès
le	DET:ART	le
berceau	NOM	berceau
de	PRP	de
cent	NUM	cent
peuples	NOM	peuple
divers	ADJ	divers
,	PUN	,
Quand	NAM	Quand
je	PRO:PER	je
crois	VER:pres	croire
m'	PRO:PER	me
affranchir	VER:infi	affranchir
de	PRP	de
l'	DET:ART	le
affreux	ADJ	affreux
esclavage	NOM	esclavage
,	PUN	,
Dont	VER:futu	Dont
le	DET:ART	le
joug	NOM	joug
si	KON	si
longtemps	ADV	longtemps
fit	VER:simp	faire
gémir	VER:infi	gémir
mon	DET:POS	mon
courage	NOM	courage
,	PUN	,
Quand	NAM	Quand
les	DET:ART	le
biens	NOM	bien
,	PUN	,
les	DET:ART	le
honneurs	NOM	honneur
,	PUN	,
la	DET:ART	le
gloire	NOM	gloire
,	PUN	,
les	DET:ART	le
plaisirs	NOM	plaisir
Devaient	VER:impf	devoir
s'	PRO:PER	se
offrir	VER:infi	offrir
en	PRP	en
foule	NOM	foule
à	PRP	à
mes	DET:POS	mon
premiers	NUM	premier
désirs	NOM	désir
,	PUN	,
Je	PRO:PER	je
meurs	VER:pres	mourir
,	PUN	,
et	KON	et
dans	PRP	dans
le	DET:ART	le
cours	NOM	cour|cours
des	PRP:det	du
mes	DET:POS	mon
jeunes	ADJ	jeune
années	NOM	année
,	PUN	,
Je	PRO:PER	je
vois	VER:pres	voir
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
fatal	ADJ	fatal
trancher	VER:infi	trancher
mes	DET:POS	mon
destinées	NOM	destinée
.	SENT	.
Mais	KON	mais
quoi	PRO:REL	quoi
toujours	ADV	toujours
en	PRP	en
proie	NOM	proie
à	PRP	à
la	DET:ART	le
rigueur	NOM	rigueur
du	PRP:det	du
sort	NOM	sort
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
de	PRP	de
mes	DET:POS	mon
maux	NOM	mal
sortir	NOM	sortir
que	KON	que
par	PRP	par
la	DET:ART	le
mort	NOM	mort
,	PUN	,
Il	NAM	Il
est	VER:pres	être
à	PRP	à
mon	DET:POS	mon
repos	NOM	repos
un	DET:ART	un
si	ADV	si
puissant	ADJ	puissant
obstacle	NOM	obstacle
,	PUN	,
Qu'	NOM	Qu'
en	PRP	en
ma	DET:POS	mon
faveur	NOM	faveur
le	DET:ART	le
ciel	NOM	ciel
ne	ADV	ne
peut	VER:pres	pouvoir
faire	VER:infi	faire
un	DET:ART	un
miracle	NOM	miracle
,	PUN	,
Et	VER:simp	Et
tant	ADV	tant
que	KON	que
je	PRO:PER	je
vivrais	VER:cond	vivre
,	PUN	,
brûle	VER:pres	brûler
des	PRP:det	du
mêmes	ADJ	même
feux	NOM	feu
,	PUN	,
Je	PRO:PER	je
serais	VER:cond	être
criminel	ADJ	criminel
,	PUN	,
et	KON	et
serais	VER:cond	être
malheureux	ADJ	malheureux
;	PUN	;
Furieux	NAM	Furieux
sans	PRP	sans
effet	NOM	effet
,	PUN	,
amant	NOM	amant
sans	PRP	sans
espérance	NOM	espérance
,	PUN	,
Contraint	NAM	Contraint
dans	PRP	dans
mon	DET:POS	mon
amour	NOM	amour
,	PUN	,
contraint	VER:pper	contraindre
dans	PRP	dans
ma	DET:POS	mon
vengeance	NOM	vengeance
,	PUN	,
Pénétré	VER:pper	pénétrer
de	PRP	de
tendresse	NOM	tendresse
,	PUN	,
agité	VER:pper	agiter
de	PRP	de
courroux	NOM	courroux
,	PUN	,
Sans	NAM	Sans
oser	VER:infi	oser
signaler	VER:infi	signaler
ni	KON	ni
mes	DET:POS	mon
voeux	NOM	vœu
,	PUN	,
ni	KON	ni
mes	DET:POS	mon
coups	NOM	coup
;	PUN	;
Ah	NAM	Ah
!	SENT	!
Le	DET:ART	le
ciel	NOM	ciel
me	PRO:PER	me
devait	VER:impf	devoir
être	VER:infi	être
un	DET:ART	un
peu	ADV	peu
moins	ADV	moins
contraire	ADJ	contraire
,	PUN	,
Laisser	VER:infi	laisser
libre	ADJ	libre
du	PRP:det	du
moins	ADV	moins
ma	DET:POS	mon
flamme	NOM	flamme
,	PUN	,
ou	KON	ou
ma	DET:POS	mon
colère	NOM	colère
,	PUN	,
M'	NOM	M'
offrir	VER:infi	offrir
un	DET:ART	un
coeur	NOM	cœur
pour	PRP	pour
qui	PRO:REL	qui
tout	ADV	tout
le	PRO:PER	le
mien	PRO:POS	mien
pût	VER:subi	pouvoir
brûler	VER:infi	brûler
,	PUN	,
Ou	VER:infi	Ou
le	DET:ART	le
sang	NOM	sang
d'	PRP	de
un	DET:ART	un
rival	NOM	rival
que	PRO:REL	que
je	PRO:PER	je
pusse	VER:subi	pouvoir
immoler	VER:infi	immoler
.	SENT	.
Enfin	ADV	enfin
dans	PRP	dans
ces	PRO:DEM	ce
combats	NOM	combat
je	PRO:PER	je
ne	ADV	ne
saurais	VER:cond	savoir
plus	ADV	plus
vivre	VER:infi	vivre
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
dois	VER:pres	devoir
rendre	VER:infi	rendre
grâce	NOM	grâce
au	PRP:det	au
coup	NOM	coup
qui	PRO:REL	qui
m'	PRO:PER	me
en	PRO:PER	en
délivre	VER:pres	délivrer
.	SENT	.
Oui	INT	oui
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
résolu	VER:pper	résoudre
:	PUN	:
Mais	KON	mais
que	KON	que
deviendrez	VER:futu	devenir
-vous	PRO:PER	vous
Irène	NAM	Irène
?	SENT	?
De	PRP	de
mon	DET:POS	mon
père	NOM	père
évitez	VER:pres	éviter
le	DET:ART	le
courroux	NOM	courroux
,	PUN	,
Ma	VER:simp	Ma
mort	VER:pper	mourir
vous	PRO:PER	vous
coûtera	VER:futu	coûter
de	PRP	de
dangereuses	ADJ	dangereux
larmes	NOM	larme
,	PUN	,
L'	DET:ART	le
empereur	NOM	empereur
en	PRO:PER	en
prendra	VER:futu	prendre
de	PRP	de
terribles	ADJ	terrible
alarmes	NOM	alarme
;	PUN	;
Et	NOM	Et
que	PRO:REL	que
sais	VER:pres	savoir
-je	PRO:PER	je
?	SENT	?
Peut-être	ADV	peut-être
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
fatal	ADJ	fatal
Il	VER:futu	Il
me	PRO:PER	me
condamne	VER:pres	condamner
moins	ADV	moins
en	PRP	en
père	NOM	père
qu'	KON	que
en	PRP	en
rival	NOM	rival
.	SENT	.
Ah	INT	ah
!	SENT	!
Penser	NOM	penser
accablant	ADJ	accablant
où	PRO:REL	où
mon	DET:POS	mon
coeur	NOM	cœur
s'	PRO:PER	se
abandonne	VER:pres	abandonner
:	PUN	:
Quel	PRO:REL	quel
péril	NOM	péril
pour	PRP	pour
Irène	NAM	Irène
,	PUN	,
ô	INT	ô
ciel	NOM	ciel
!	SENT	!
S'	PRO:PER	se
il	PRO:PER	il
la	PRO:PER	la
soupçonne	VER:pres	soupçonner
?	SENT	?
Princesse	NOM	princesse
,	PUN	,
que	KON	que
je	PRO:PER	je
crains	VER:pres	craindre
que	KON	que
ces	PRO:DEM	ce
terribles	ADJ	terrible
coups	NOM	coup
Après	NAM	Après
m'	PRO:PER	me
avoir	VER:infi	avoir
frappé	VER:pper	frapper
ne	ADV	ne
s'	PRO:PER	se
étendent	VER:pres	étendre
sur	PRP	sur
vous	PRO:PER	vous
?	SENT	?
Voilà	ADV	voilà
ce	PRO:DEM	ce
qui	PRO:REL	qui
m'	PRO:PER	me
étonne	VER:pres	étonner
,	PUN	,
et	KON	et
non	ADV	non
pas	ADV	pas
le	DET:ART	le
supplice	NOM	supplice
;	PUN	;
Mais	VER:impf	Mais
je	PRO:PER	je
touche	VER:pres	toucher
au	PRP:det	au
moment	NOM	moment
du	PRP:det	du
fatal	ADJ	fatal
sacrifice	NOM	sacrifice
;	PUN	;
Ciel	NOM	Ciel
!	SENT	!
Je	PRO:PER	je
t'	PRO:PER	te
offre	VER:pres	offrir
ma	DET:POS	mon
mort	NOM	mort
,	PUN	,
apaise	VER:pres	apaiser
ta	DET:POS	ton
rigueur	NOM	rigueur
,	PUN	,
Puisses	VER:subi	Puisses
-tu	PRO:PER	tu
loin	ADV	loin
de	PRP	de
moi	PRO:PER	moi
porter	VER:infi	porter
ton	DET:POS	ton
bras	NOM	bras
vengeur	ADJ	vengeur
!	SENT	!
Contre	PRP	contre
un	DET:ART	un
barbare	ADJ	barbare
époux	NOM	époux
protège	VER:pres	protéger
l'	DET:ART	le
innocence	NOM	innocence
,	PUN	,
Ne	NAM	Ne
te	PRO:PER	te
lasse	VER:pres	lasser
jamais	ADV	jamais
d'	PRP	de
embrasser	VER:infi	embrasser
sa	DET:POS	son
défense	NOM	défense
.	SENT	.
Pourquoi	ADV	pourquoi
me	PRO:PER	me
montrez	VER:pres	montrer
-vous	PRO:PER	vous
un	DET:ART	un
visage	NOM	visage
interdit	VER:pper	interdire
?	SENT	?
Avez	VER:pres	avoir
-vous	PRO:PER	vous
fait	VER:pper	faire
,	PUN	,
Aspar	NAM	Aspar
,	PUN	,
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
vous	PRO:PER	vous
ai	VER:pres	avoir
dit	VER:pper	dire
?	SENT	?
Oui	INT	oui
,	PUN	,
Seigneur	NAM	Seigneur
.	SENT	.
Tout	PRO:IND	tout
est	VER:pres	être
prêt	ADJ	prêt
?	SENT	?
Je	PRO:PER	je
frémis	VER:pper	frémir
de	PRP	de
le	PRO:PER	le
dire	VER:infi	dire
.	SENT	.
Tout	PRO:IND	tout
est	VER:pres	être
prêt	ADJ	prêt
,	PUN	,
allons	VER:pres	aller
donc	ADV	donc
.	SENT	.
Ô	INT	ô
vertu	NOM	vertu
que	PRO:REL	que
j'	PRO:PER	je
admire	VER:pres	admirer
.	SENT	.
Gelas	VER:simp	geler
,	PUN	,
menez	VER:pres	mener
le	DET:ART	le
prince	NOM	prince
.	SENT	.
Ah	INT	ah
!	SENT	!
Dans	PRP	dans
son	DET:POS	son
triste	ADJ	triste
sort	NOM	sort
Je	PRO:PER	je
lui	PRO:PER	lui
cache	VER:pres	cacher
des	PRP:det	du
maux	NOM	mal
plus	ADV	plus
cruels	ADJ	cruel
que	KON	que
sa	DET:POS	son
mort	NOM	mort
,	PUN	,
Sinistre	NAM	Sinistre
événement	NOM	événement
!	SENT	!
Exemple	NOM	exemple
redoutable	ADJ	redoutable
!	SENT	!
Ô	INT	ô
perte	NOM	perte
pour	PRP	pour
l'	DET:ART	le
Empire	NOM	Empire
à	PRP	à
jamais	ADV	jamais
déplorable	ADJ	déplorable
!	SENT	!
De	PRP	de
quels	PRO:REL	quel
coups	NOM	coup
après	PRP	après
toi	PRO:PER	toi
sommes-nous	NOM	sommes-nous
menacés	VER:pper	menacer
?	SENT	?
Non	ADV	non
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
me	PRO:PER	me
rendre	VER:infi	rendre
à	PRP	à
tes	DET:POS	ton
soins	NOM	soin
empressés	ADJ	empressé
,	PUN	,
Je	PRO:PER	je
veux	VER:pres	vouloir
voir	VER:infi	voir
Andronic	NAM	Andronic
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
funeste	ADJ	funeste
,	PUN	,
Narcée	NAM	Narcée
,	PUN	,
et	KON	et
lui	PRO:PER	lui
donner	VER:infi	donner
tout	ADV	tout
le	DET:ART	le
temps	NOM	temps
qui	PRO:REL	qui
me	PRO:PER	me
reste	VER:pres	rester
:	PUN	:
Que	PRO:REL	que
fait	VER:pres	faire
le	DET:ART	le
Prince	NAM	Prince
,	PUN	,
Aspar	NAM	Aspar
?	SENT	?
L'	PRO:PER	la|le
apprendrai	VER:futu	apprendre
-je	PRO:PER	je
à	PRP	à
mon	DET:POS	mon
tour	NOM	tour
?	SENT	?
Madame	NOM	Madame
...	PUN	...
Expliquez	VER:pres	expliquer
-vous	PRO:PER	vous
,	PUN	,
parlez	VER:pres	parler
-moi	PRO:PER	moi
sans	PRP	sans
détour	NOM	détour
.	SENT	.
Auprès	ADV	auprès
de	PRP	de
l'	DET:ART	le
Empereur	NOM	empereur
un	DET:ART	un
ordre	NOM	ordre
exprès	ADJ	exprès
m'	PRO:PER	me
attire	VER:pres	attirer
:	PUN	:
Vous	PRO:PER	vous
saurez	VER:futu	savoir
tout	ADV	tout
.	SENT	.
Allez	VER:pres	aller
,	PUN	,
prenez	VER:pres	prendre
soin	NOM	soin
de	PRP	de
lui	PRO:PER	lui
dire	VER:infi	dire
Que	VER:pper	Que
je	PRO:PER	je
suis	VER:pres	suivre|être
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
,	PUN	,
enfin	ADV	enfin
que	KON	que
je	PRO:PER	je
l'	PRO:PER	la|le
attends	VER:pres	attendre
,	PUN	,
Prête	NOM	Prête
à	PRP	à
lui	PRO:PER	lui
révéler	VER:infi	révéler
des	PRP:det	du
secrets	NOM	secret
importants	ADJ	important
.	SENT	.
Mais	KON	mais
que	PRO:REL	que
prétendez	VER:pres	prétendre
-vous	PRO:PER	vous
,	PUN	,
et	KON	et
qu'	PRO:REL	que
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
faites	VER:pres	faire
?	SENT	?
Mais	KON	mais
songez	VER:pres	songer
-vous	PRO:PER	vous
à	PRP	à
l'	DET:ART	le
état	NOM	état
où	PRO:REL	où
vous	PRO:PER	vous
êtes	VER:pres	être
?	SENT	?
Hélas	INT	hélas
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
plains	VER:pres	plaindre
!	SENT	!
Mon	DET:POS	mon
coeur	NOM	cœur
saisi	VER:pper	saisir
d'	PRP	de
effroi	NOM	effroi
Regarde	VER:pres	regarder
votre	DET:POS	votre
sort	NOM	sort
...	PUN	...
Ciel	NOM	Ciel
!	SENT	!
Qu'	PRO:REL	que
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
vois	VER:pres	voir
?	SENT	?
Quel	PRO:REL	quel
est	VER:pres	être
votre	DET:POS	votre
dessein	NOM	dessein
?	SENT	?
Vous	PRO:PER	vous
m'	PRO:PER	me
avez	VER:pres	avoir
donc	ADV	donc
trompé	VER:pper	tromper
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
Madame	NAM	Madame
,	PUN	,
à	PRP	à
mes	DET:POS	mon
bras	NOM	bras
n'	ADV	ne
êtes	VER:pres	être
-vous	PRO:PER	vous
échappée	VER:pper	échapper
Que	VER:pper	Que
pour	PRP	pour
courir	VER:infi	courir
ici	ADV	ici
par	PRP	par
d'	PRP	de
indignes	ADJ	indigne
douleurs	NOM	douleur
Montrer	NAM	Montrer
que	PRO:REL	que
vous	PRO:PER	vous
avez	VER:pres	avoir
mérité	VER:pper	mériter
vos	DET:POS	votre
malheurs	NOM	malheur
?	SENT	?
Quel	PRO:REL	quel
succès	NOM	succès
de	PRP	de
mes	DET:POS	mon
soins	NOM	soin
?	SENT	?
Ah	INT	ah
!	SENT	!
L'	PRO:PER	la|le
aurais	VER:cond	avoir
-je	PRO:PER	je
pu	VER:pper	pouvoir
croire	VER:infi	croire
Que	VER:pper	Que
vous	PRO:PER	vous
eussiez	VER:subi	avoir
si	ADV	si
mal	ADV	mal
ménagé	VER:pper	ménager
votre	DET:POS	votre
gloire	NOM	gloire
?	SENT	?
Que	PRO	que
dira	VER:futu	dire
l'	DET:ART	le
avenir	NOM	avenir
,	PUN	,
tout	PRO:IND	tout
l'	DET:ART	le
Empire	NAM	Empire
,	PUN	,
un	DET:ART	un
époux	NOM	époux
?	SENT	?
Ô	INT	ô
ciel	NOM	ciel
!	SENT	!
Par	PRP	par
ces	PRO:DEM	ce
conseils	NOM	conseil
quels	PRO:REL	quel
temps	NOM	temps
choisissez	VER:pres	choisir
-vous	PRO:PER	vous
?	SENT	?
Hélas	INT	hélas
!	SENT	!
En	PRP	en
ma	DET:POS	mon
faveur	NOM	faveur
soyez	VER:subp	être
plus	ADV	plus
indulgente	ADJ	indulgent
,	PUN	,
Je	PRO:PER	je
vais	VER:pres	aller
mourir	VER:infi	mourir
,	PUN	,
Eudoxe	NAM	Eudoxe
,	PUN	,
et	KON	et
mourir	VER:infi	mourir
innocente	ADJ	innocent
,	PUN	,
Vous	NAM	Vous
m'	PRO:PER	me
avez	VER:pres	avoir
vu	VER:pper	voir
toujours	ADV	toujours
si	ADV	si
soumise	VER:pper	soumettre
à	PRP	à
vos	DET:POS	votre
lois	NOM	loi
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
doit	VER:pres	devoir
m'	PRO:PER	me
être	VER:infi	être
permis	VER:pper	permettre
d'	PRP	de
y	PRO:PER	y
manquer	VER:infi	manquer
une	DET:ART	un
